-4.754171751375118049e+01,-8.614272061490169108e+00,1.286777406930923462e+01
-4.398764339720440120e+01,2.038057144479754612e+01,-1.223599016666412354e+01
-3.017876355707969083e+01,-3.209000320564854292e+01,-2.365320175886154175e+01
-2.912779279758090922e+01,3.857244827141030896e+01,-1.279602050781250000e+01
-2.451945582801471346e+01,1.155142366029719980e+01,-4.201619923114776611e+01
-1.728053871940460340e+01,4.421047884349604828e+01,-1.571039557456970215e+01
-1.676078528436875104e+01,-4.678842096281243812e+01,5.469878017902374268e+00
-1.616478433669072956e+01,-6.420837254137978789e+00,4.687720835208892822e+01
-9.746427064228546655e+00,5.243306244824852413e+00,4.875976741313934326e+01
-9.202812256571268890e+00,3.858926172899401763e+01,3.043315708637237549e+01
-6.172985880171566464e+00,-1.414195442024279714e+01,-4.755942821502685547e+01
-2.085593886844497313e-01,-3.579280071726476109e+01,-3.491177260875701904e+01
3.603062315539959370e-02,3.697436481900640004e+00,-4.986308813095092773e+01
5.796385533919923283e-01,-1.164960278712129371e+00,-4.998306632041931152e+01
6.650059715505585167e-01,-1.808308368236888342e+01,4.661072790622711182e+01
6.208708451823863328e+00,-4.418127894559766844e+01,2.257136851549148560e+01
1.039577830533353620e+01,-7.075047214380791871e+00,-4.839288592338562012e+01
1.213898442981777848e+01,-1.123524808621896298e+01,4.718489348888397217e+01
1.507384213350135838e+01,-2.046244992064849555e+00,-4.762974083423614502e+01
1.825569589249864677e+01,-4.880056727737436262e+00,-4.629162549972534180e+01
1.853799213804734336e+01,1.728322208510970626e+01,-4.310026764869689941e+01
2.131074522191349629e+01,4.238449499689416200e+01,1.579261124134063721e+01
2.554293840501244972e+01,-2.809293160785486521e+01,3.253222405910491943e+01
2.810889293971943204e+01,3.963489861688014315e+01,-1.178833097219467163e+01
3.505499387862300864e+01,-8.167163457787118830e+00,-3.470511138439178467e+01
3.821273204019632885e+01,-3.173035435330149312e+01,-5.742103606462478638e+00
4.119688674849353305e+01,1.016636654388403116e+01,2.644733488559722900e+01
4.168750548284627655e+01,-2.258204182898371215e+01,1.588090807199478149e+01
4.342973795017197602e+01,3.833174170573383499e+00,-2.447783797979354858e+01
4.470769504730327526e+01,2.142460640227614732e+01,6.496787071228027344e+00
4.782496268584957022e+01,-8.874427111504878951e+00,-1.157659292221069336e+01
4.995736871612592722e+01,7.232913376960303786e-01,-1.933476142585277557e+00
